country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9762,9243,185,223840,48,9,2021-01-09T08:00:00
AT,Vorarlberg,20075,19432,226,435163,75,14,2021-01-09T08:00:00
AT,Kärnten,22413,20522,547,182085,141,12,2021-01-09T08:00:00
AT,Salzburg,30526,26882,358,414825,140,16,2021-01-09T08:00:00
AT,Tirol,41674,39922,490,809509,151,33,2021-01-09T08:00:00
AT,Steiermark,44461,39774,1422,777725,371,65,2021-01-09T08:00:00
AT,Niederösterreich,57106,52373,931,1413461,459,55,2021-01-09T08:00:00
AT,Oberösterreich,74543,70262,1306,740793,462,60,2021-01-09T08:00:00
AT,Wien,75493,70805,1176,1541422,524,107,2021-01-09T08:00:00
AT,,376053,349215,6641,6538823,2371,371,2021-01-09T08:00:00
