country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9276,8791,177,114729,43,10,2020-12-31T15:00:00
AT,Vorarlberg,19311,18494,218,235292,65,16,2020-12-31T15:00:00
AT,Kärnten,21173,19345,520,172784,146,12,2020-12-31T15:00:00
AT,Salzburg,28370,25133,332,217713,148,24,2020-12-31T15:00:00
AT,Tirol,40421,38498,476,459639,138,36,2020-12-31T15:00:00
AT,Steiermark,42232,37419,1326,393234,387,65,2020-12-31T15:00:00
AT,Niederösterreich,53868,49808,861,698629,384,55,2020-12-31T15:00:00
AT,Oberösterreich,71906,67688,1209,465906,535,74,2020-12-31T15:00:00
AT,Wien,72849,67776,1103,1078994,496,104,2020-12-31T15:00:00
AT,,359406,332952,6222,3836920,2342,396,2020-12-31T15:00:00
