country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,21091,20284,354,3152871,10,2,2021-10-22T09:30:00+02:00
AT,Vorarlberg,35698,34649,325,5104144,8,3,2021-10-22T09:30:00+02:00
AT,Kärnten,46961,44745,853,4674562,75,16,2021-10-22T09:30:00+02:00
AT,Salzburg,60039,56838,616,6589814,64,14,2021-10-22T09:30:00+02:00
AT,Tirol,73376,70897,670,6314603,73,13,2021-10-22T09:30:00+02:00
AT,Steiermark,95887,89813,2163,13239058,133,29,2021-10-22T09:30:00+02:00
AT,Niederösterreich,133840,126472,1933,17184198,176,40,2021-10-22T09:30:00+02:00
AT,Oberösterreich,147736,139850,1847,15526885,209,32,2021-10-22T09:30:00+02:00
AT,Wien,176598,168446,2472,22525612,256,75,2021-10-22T09:30:00+02:00
AT,Österreich,791226,751994,11233,94311747,1004,224,2021-10-22T09:30:00+02:00
