country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,75223,64425,486,4720958,104,10,2022-03-10T09:30:00+01:00
AT,Vorarlberg,148341,130192,500,6743669,79,6,2022-03-10T09:30:00+01:00
AT,Kärnten,183421,164048,1195,6321600,221,12,2022-03-10T09:30:00+01:00
AT,Salzburg,226007,203202,857,10180681,103,3,2022-03-10T09:30:00+01:00
AT,Tirol,287738,262038,885,9009009,205,17,2022-03-10T09:30:00+01:00
AT,Steiermark,382628,334999,2677,19662740,431,28,2022-03-10T09:30:00+01:00
AT,Niederösterreich,534500,461089,2863,32207075,485,29,2022-03-10T09:30:00+01:00
AT,Oberösterreich,558149,510259,2554,23056771,397,25,2022-03-10T09:30:00+01:00
AT,Wien,626072,541141,3119,52974412,643,49,2022-03-10T09:30:00+01:00
AT,Österreich,3022079,2671393,15136,164876915,2668,179,2022-03-10T09:30:00+01:00
