country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20586,19820,351,3095894,18,1,2021-10-11T09:30:00+02:00
AT,Vorarlberg,35019,34228,322,4973586,21,4,2021-10-11T09:30:00+02:00
AT,Kärnten,45460,43480,845,4435926,74,13,2021-10-11T09:30:00+02:00
AT,Salzburg,57403,55283,608,6325294,42,10,2021-10-11T09:30:00+02:00
AT,Tirol,71353,69708,665,6220665,47,10,2021-10-11T09:30:00+02:00
AT,Steiermark,92079,87148,2140,12750418,106,24,2021-10-11T09:30:00+02:00
AT,Niederösterreich,128045,123183,1899,16737009,126,35,2021-10-11T09:30:00+02:00
AT,Oberösterreich,140602,135118,1822,14963423,145,33,2021-10-11T09:30:00+02:00
AT,Wien,171991,163730,2454,21111744,250,80,2021-10-11T09:30:00+02:00
AT,Österreich,762538,731698,11106,90613959,829,210,2021-10-11T09:30:00+02:00
