country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,132246,127432,571,5411364,55,7,2022-07-23T09:30:00+02:00
AT,Vorarlberg,222449,219688,556,7131971,49,4,2022-07-23T09:30:00+02:00
AT,Kärnten,264686,258392,1643,6672461,100,3,2022-07-23T09:30:00+02:00
AT,Salzburg,319116,312940,1157,10722975,73,1,2022-07-23T09:30:00+02:00
AT,Tirol,384189,376255,946,9671390,132,7,2022-07-23T09:30:00+02:00
AT,Steiermark,591854,577357,3414,21333135,186,14,2022-07-23T09:30:00+02:00
AT,Oberösterreich,825873,808469,2878,24729909,225,10,2022-07-23T09:30:00+02:00
AT,Niederösterreich,899724,863788,3759,39977620,324,16,2022-07-23T09:30:00+02:00
AT,Wien,1040011,988357,4068,67182268,367,19,2022-07-23T09:30:00+02:00
AT,Österreich,4680148,4532678,18992,192833093,1511,81,2022-07-23T09:30:00+02:00
