country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8944,8356,163,110907,55,10,2020-12-25T08:00:00
AT,Vorarlberg,18579,17671,206,218317,77,15,2020-12-25T08:00:00
AT,Kärnten,20197,18342,479,169184,176,13,2020-12-25T08:00:00
AT,Salzburg,26844,23679,306,210915,151,32,2020-12-25T08:00:00
AT,Tirol,38988,37317,462,450504,175,42,2020-12-25T08:00:00
AT,Steiermark,40809,33680,1214,382568,475,85,2020-12-25T08:00:00
AT,Niederösterreich,51746,47126,787,663988,414,61,2020-12-25T08:00:00
AT,Oberösterreich,69791,65133,1109,451056,602,81,2020-12-25T08:00:00
AT,Wien,70703,64648,1019,1055364,523,106,2020-12-25T08:00:00
AT,,346601,315952,5745,3712803,2648,445,2020-12-25T08:00:00
