country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18632,18204,343,2622128,3,1,2021-08-11T09:30:00+02:00
AT,Vorarlberg,31491,30841,308,4101094,5,1,2021-08-11T09:30:00+02:00
AT,Kärnten,40914,39809,822,3063941,20,2,2021-08-11T09:30:00+02:00
AT,Salzburg,50489,49376,588,4560633,11,3,2021-08-11T09:30:00+02:00
AT,Tirol,65290,63987,637,5633620,26,6,2021-08-11T09:30:00+02:00
AT,Steiermark,81080,78363,2096,9789618,24,9,2021-08-11T09:30:00+02:00
AT,Niederösterreich,112774,109469,1830,13651107,28,4,2021-08-11T09:30:00+02:00
AT,Oberösterreich,119194,116680,1759,11188620,25,5,2021-08-11T09:30:00+02:00
AT,Wien,145171,140743,2369,15497838,55,17,2021-08-11T09:30:00+02:00
AT,Österreich,665035,647472,10752,70108599,197,48,2021-08-11T09:30:00+02:00
