country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,130557,126156,565,5393358,56,8,2022-07-19T09:30:00+02:00
AT,Vorarlberg,220729,217739,553,7124714,49,2,2022-07-19T09:30:00+02:00
AT,Kärnten,262218,256304,1642,6665291,91,5,2022-07-19T09:30:00+02:00
AT,Salzburg,316559,310607,1152,10715086,63,0,2022-07-19T09:30:00+02:00
AT,Tirol,381500,372978,945,9658270,127,7,2022-07-19T09:30:00+02:00
AT,Steiermark,586082,572580,3411,21290421,198,18,2022-07-19T09:30:00+02:00
AT,Oberösterreich,818398,801261,2870,24697987,215,14,2022-07-19T09:30:00+02:00
AT,Niederösterreich,889408,855302,3743,39904081,355,13,2022-07-19T09:30:00+02:00
AT,Wien,1024590,975765,4077,66969595,335,23,2022-07-19T09:30:00+02:00
AT,Österreich,4630041,4488692,18958,192418803,1489,90,2022-07-19T09:30:00+02:00
