country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10026,9625,191,277590,46,7,2021-01-14T15:00:00
AT,Vorarlberg,20425,20186,232,455590,71,15,2021-01-14T15:00:00
AT,Kärnten,23036,21974,569,298091,105,13,2021-01-14T15:00:00
AT,Salzburg,31502,28639,375,433123,126,17,2021-01-14T15:00:00
AT,Tirol,42297,41042,504,843027,143,26,2021-01-14T15:00:00
AT,Steiermark,45564,41435,1470,806091,344,59,2021-01-14T15:00:00
AT,Niederösterreich,58715,54642,982,1503006,432,56,2021-01-14T15:00:00
AT,Oberösterreich,75806,72650,1350,1109704,369,57,2021-01-14T15:00:00
AT,Wien,77337,72738,1248,1653751,450,111,2021-01-14T15:00:00
AT,,384708,362931,6921,7379973,2086,361,2021-01-14T15:00:00
