country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,7882,6566,118,100920,91,16,2020-12-05T15:00:00
AT,Vorarlberg,16271,14481,152,182391,140,26,2020-12-05T15:00:00
AT,Kärnten,16400,13182,293,153560,389,29,2020-12-05T15:00:00
AT,Salzburg,22834,17827,205,188630,210,26,2020-12-05T15:00:00
AT,Steiermark,34136,21709,627,340175,668,117,2020-12-05T15:00:00
AT,Tirol,34756,31354,371,416176,353,74,2020-12-05T15:00:00
AT,Niederösterreich,43686,36777,572,561918,546,94,2020-12-05T15:00:00
AT,Oberösterreich,61220,54031,763,413527,827,140,2020-12-05T15:00:00
AT,Wien,62540,53514,656,872096,653,124,2020-12-05T15:00:00
AT,,299725,249441,3757,3229393,3877,646,2020-12-05T15:00:00
