country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20524,19775,351,3087422,18,1,2021-10-09T09:30:00+02:00
AT,Vorarlberg,34954,34104,322,4945650,16,5,2021-10-09T09:30:00+02:00
AT,Kärnten,45263,43248,845,4434697,66,12,2021-10-09T09:30:00+02:00
AT,Salzburg,57181,55064,608,6274946,42,10,2021-10-09T09:30:00+02:00
AT,Tirol,71177,69494,664,6206877,47,10,2021-10-09T09:30:00+02:00
AT,Steiermark,91624,86618,2136,12673163,106,24,2021-10-09T09:30:00+02:00
AT,Niederösterreich,127512,122666,1898,16631471,119,35,2021-10-09T09:30:00+02:00
AT,Oberösterreich,139957,134322,1819,14843267,146,35,2021-10-09T09:30:00+02:00
AT,Wien,171351,162896,2447,20982018,271,87,2021-10-09T09:30:00+02:00
AT,Österreich,759543,728187,11090,90079511,831,219,2021-10-09T09:30:00+02:00
