country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,25990,22973,376,3346659,74,7,2021-11-18T09:30:00+01:00
AT,Vorarlberg,45670,37983,342,5400212,95,16,2021-11-18T09:30:00+01:00
AT,Kärnten,60446,50747,881,5183352,245,35,2021-11-18T09:30:00+01:00
AT,Salzburg,81738,65976,658,7535988,210,32,2021-11-18T09:30:00+01:00
AT,Tirol,91742,79263,689,6664904,182,36,2021-11-18T09:30:00+01:00
AT,Steiermark,119967,102944,2251,14663759,378,73,2021-11-18T09:30:00+01:00
AT,Niederösterreich,175890,151332,2119,18551139,533,92,2021-11-18T09:30:00+01:00
AT,Wien,204011,182283,2583,26608839,427,101,2021-11-18T09:30:00+01:00
AT,Oberösterreich,206011,174100,2004,17370333,643,106,2021-11-18T09:30:00+01:00
AT,Österreich,1011465,867601,11903,105325185,2787,498,2021-11-18T09:30:00+01:00
