country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,58749,51511,470,4465389,71,6,2022-02-20T09:30:00+01:00
AT,Vorarlberg,121070,107680,478,6552488,71,2,2022-02-20T09:30:00+01:00
AT,Kärnten,152963,133058,1148,6174146,189,13,2022-02-20T09:30:00+01:00
AT,Salzburg,190147,174366,832,9902331,84,2,2022-02-20T09:30:00+01:00
AT,Tirol,241154,221061,857,8653804,219,20,2022-02-20T09:30:00+01:00
AT,Steiermark,302093,262334,2598,18930185,318,25,2022-02-20T09:30:00+01:00
AT,Niederösterreich,420917,362243,2742,29479278,356,23,2022-02-20T09:30:00+01:00
AT,Oberösterreich,463046,420565,2457,22172066,335,34,2022-02-20T09:30:00+01:00
AT,Wien,522960,437051,2999,48811516,591,61,2022-02-20T09:30:00+01:00
AT,Österreich,2473099,2169869,14581,155141203,2234,186,2022-02-20T09:30:00+01:00
