country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,119193,117511,557,5251725,30,5,2022-06-08T09:30:00+02:00
AT,Vorarlberg,205824,204423,548,7065362,12,0,2022-06-08T09:30:00+02:00
AT,Kärnten,248434,245890,1625,6602190,33,5,2022-06-08T09:30:00+02:00
AT,Salzburg,296581,293888,1140,10590483,18,1,2022-06-08T09:30:00+02:00
AT,Tirol,359824,357229,939,9549920,43,4,2022-06-08T09:30:00+02:00
AT,Steiermark,549496,544385,3392,20987249,51,4,2022-06-08T09:30:00+02:00
AT,Oberösterreich,769905,764181,2839,24355347,52,3,2022-06-08T09:30:00+02:00
AT,Niederösterreich,814946,796460,3637,39160230,104,8,2022-06-08T09:30:00+02:00
AT,Wien,910702,895152,4005,64752690,139,12,2022-06-08T09:30:00+02:00
AT,Österreich,4274905,4219119,18682,188315196,482,42,2022-06-08T09:30:00+02:00
