country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,19241,18570,346,2835065,12,1,2021-09-05T09:30:00+02:00
AT,Vorarlberg,32957,31861,311,4481532,17,4,2021-09-05T09:30:00+02:00
AT,Kärnten,42156,40804,825,3702223,24,7,2021-09-05T09:30:00+02:00
AT,Salzburg,52829,50907,592,5430526,33,9,2021-09-05T09:30:00+02:00
AT,Tirol,67640,65907,639,5901265,34,7,2021-09-05T09:30:00+02:00
AT,Steiermark,84462,80631,2106,11070337,75,15,2021-09-05T09:30:00+02:00
AT,Niederösterreich,117499,112590,1842,15032471,83,29,2021-09-05T09:30:00+02:00
AT,Oberösterreich,125739,121141,1766,12755775,96,28,2021-09-05T09:30:00+02:00
AT,Wien,154382,145987,2366,17052586,174,55,2021-09-05T09:30:00+02:00
AT,Österreich,696905,668398,10793,78261780,548,155,2021-09-05T09:30:00+02:00
