country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9283,8791,177,114729,43,10,2021-01-01T08:00:00
AT,Vorarlberg,19311,18494,218,235292,65,16,2021-01-01T08:00:00
AT,Kärnten,21242,19345,520,172784,146,12,2021-01-01T08:00:00
AT,Salzburg,28615,25133,332,217713,148,24,2021-01-01T08:00:00
AT,Tirol,40484,38498,476,459639,138,36,2021-01-01T08:00:00
AT,Steiermark,42390,37419,1326,393234,387,65,2021-01-01T08:00:00
AT,Niederösterreich,54148,49808,861,698629,384,55,2021-01-01T08:00:00
AT,Oberösterreich,72012,67688,1209,465906,535,74,2021-01-01T08:00:00
AT,Wien,73014,67776,1103,1078994,496,104,2021-01-01T08:00:00
AT,,360499,332952,6222,3836920,2342,396,2021-01-01T08:00:00
