country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,14899,13474,264,872896,71,16,2021-03-24T15:00:00
AT,Vorarlberg,24147,24022,280,1273158,20,2,2021-03-24T15:00:00
AT,Kärnten,32863,30577,735,931134,90,15,2021-03-24T15:00:00
AT,Salzburg,42947,38678,526,1252911,115,18,2021-03-24T15:00:00
AT,Tirol,51713,49243,591,2053643,120,25,2021-03-24T15:00:00
AT,Steiermark,63567,57349,1839,2625970,325,50,2021-03-24T15:00:00
AT,Niederösterreich,86931,79292,1501,4767494,443,91,2021-03-24T15:00:00
AT,Oberösterreich,95772,90007,1575,3129752,263,54,2021-03-24T15:00:00
AT,Wien,108154,97955,1840,4240176,639,176,2021-03-24T15:00:00
AT,,520993,480597,9151,21147134,2086,447,2021-03-24T15:00:00
