country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,7143,5441,79,94651,111,20,2020-11-27T15:00:00
AT,Kärnten,14010,9803,169,143881,437,35,2020-11-27T15:00:00
AT,Vorarlberg,15155,12013,111,167724,160,34,2020-11-27T15:00:00
AT,Salzburg,20393,13937,146,176579,254,27,2020-11-27T15:00:00
AT,Steiermark,29730,17172,477,318156,731,122,2020-11-27T15:00:00
AT,Tirol,32078,26180,312,397563,392,73,2020-11-27T15:00:00
AT,Niederösterreich,39209,29271,469,515026,618,111,2020-11-27T15:00:00
AT,Oberösterreich,55697,44169,533,392760,1018,145,2020-11-27T15:00:00
AT,Wien,58134,45265,590,814522,684,136,2020-11-27T15:00:00
AT,,271549,203251,2886,3020862,4405,703,2020-11-27T15:00:00
