country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,12885,12010,242,692887,54,14,2021-03-07T08:00:00
AT,Vorarlberg,23405,23375,277,896689,26,4,2021-03-07T08:00:00
AT,Kärnten,30205,27926,697,711306,96,15,2021-03-07T08:00:00
AT,Salzburg,39085,35931,501,931315,81,13,2021-03-07T08:00:00
AT,Tirol,48356,46855,583,1604167,87,23,2021-03-07T08:00:00
AT,Steiermark,57798,52788,1775,1966099,212,36,2021-03-07T08:00:00
AT,Niederösterreich,76199,70009,1377,3693241,368,87,2021-03-07T08:00:00
AT,Oberösterreich,88463,83875,1522,2407310,135,23,2021-03-07T08:00:00
AT,Wien,95179,88540,1720,3471274,392,107,2021-03-07T08:00:00
AT,,471575,441309,8694,16374288,1451,322,2021-03-07T08:00:00
