country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18361,17975,343,2026391,8,3,2021-06-19T09:30:00+02:00
AT,Vorarlberg,30730,30278,304,2879780,7,6,2021-06-19T09:30:00+02:00
AT,Kärnten,40203,39325,819,1977462,24,3,2021-06-19T09:30:00+02:00
AT,Salzburg,49144,48463,585,2950878,11,1,2021-06-19T09:30:00+02:00
AT,Tirol,63766,62928,633,4783428,18,7,2021-06-19T09:30:00+02:00
AT,Steiermark,79505,77387,2075,6555795,7,0,2021-06-19T09:30:00+02:00
AT,Niederösterreich,110616,107746,1814,10222213,45,21,2021-06-19T09:30:00+02:00
AT,Oberösterreich,116818,115001,1755,7687434,18,11,2021-06-19T09:30:00+02:00
AT,Wien,140302,136783,2351,11580548,113,31,2021-06-19T09:30:00+02:00
AT,Österreich,649445,635886,10679,50663929,251,83,2021-06-19T09:30:00+02:00
