country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,23306,21296,364,3273065,38,3,2021-11-08T09:30:00+01:00
AT,Vorarlberg,39807,35923,331,5345444,61,8,2021-11-08T09:30:00+01:00
AT,Kärnten,53006,47872,860,4838795,158,28,2021-11-08T09:30:00+01:00
AT,Salzburg,69312,60998,631,7135128,143,23,2021-11-08T09:30:00+01:00
AT,Tirol,80931,74836,678,6487211,133,29,2021-11-08T09:30:00+01:00
AT,Steiermark,108103,96028,2203,14150772,282,59,2021-11-08T09:30:00+01:00
AT,Niederösterreich,153969,137047,2024,18205766,374,64,2021-11-08T09:30:00+01:00
AT,Oberösterreich,174031,154710,1897,16817061,472,77,2021-11-08T09:30:00+01:00
AT,Wien,189600,175293,2527,24382203,341,86,2021-11-08T09:30:00+01:00
AT,Österreich,892065,804003,11515,100635445,2002,377,2021-11-08T09:30:00+01:00
