country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17518,16992,326,1339910,47,18,2021-05-01T09:30:00
AT,Vorarlberg,27904,26246,294,2043302,37,10,2021-05-01T09:30:00
AT,Kärnten,38509,36512,797,1197118,50,8,2021-05-01T09:30:00
AT,Salzburg,48875,45680,565,1665986,85,22,2021-05-01T09:30:00
AT,Tirol,60138,57793,624,3388931,104,29,2021-05-01T09:30:00
AT,Steiermark,75387,69146,1997,3817717,281,50,2021-05-01T09:30:00
AT,Niederösterreich,104103,100242,1720,7373844,294,95,2021-05-01T09:30:00
AT,Oberösterreich,111771,106667,1706,4510075,209,62,2021-05-01T09:30:00
AT,Wien,132503,127837,2204,6891523,491,190,2021-05-01T09:30:00
AT,,616708,587115,10233,32228406,1598,484,2021-05-01T09:30:00
