country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,32932,31377,445,3752540,45,12,2022-01-10T09:30:00+01:00
AT,Vorarlberg,66534,62354,432,6009167,41,11,2022-01-10T09:30:00+01:00
AT,Kärnten,86704,82922,1101,5717150,95,25,2022-01-10T09:30:00+01:00
AT,Salzburg,111705,101610,790,8888007,56,17,2022-01-10T09:30:00+01:00
AT,Tirol,132524,120267,816,7519893,117,35,2022-01-10T09:30:00+01:00
AT,Steiermark,157657,149208,2503,16808676,86,18,2022-01-10T09:30:00+01:00
AT,Niederösterreich,230651,217245,2598,21806638,125,41,2022-01-10T09:30:00+01:00
AT,Wien,261840,234921,2809,37128571,272,71,2022-01-10T09:30:00+01:00
AT,Oberösterreich,269678,259419,2361,19673676,98,34,2022-01-10T09:30:00+01:00
AT,Österreich,1350225,1259323,13855,127304318,935,264,2022-01-10T09:30:00+01:00
