country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,23497,21410,365,3281836,46,5,2021-11-09T09:30:00+01:00
AT,Vorarlberg,40108,36109,333,5351085,60,11,2021-11-09T09:30:00+01:00
AT,Kärnten,53401,48140,860,4846369,178,30,2021-11-09T09:30:00+01:00
AT,Salzburg,69564,61574,632,7179867,155,25,2021-11-09T09:30:00+01:00
AT,Tirol,81736,75065,678,6521327,140,32,2021-11-09T09:30:00+01:00
AT,Steiermark,108859,96393,2207,14186463,301,59,2021-11-09T09:30:00+01:00
AT,Niederösterreich,155799,138415,2038,18241844,391,73,2021-11-09T09:30:00+01:00
AT,Oberösterreich,176172,156204,1908,16877030,494,79,2021-11-09T09:30:00+01:00
AT,Wien,190641,175674,2533,24604582,387,89,2021-11-09T09:30:00+01:00
AT,Österreich,899777,808984,11554,101090403,2152,403,2021-11-09T09:30:00+01:00
