country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,12265,11620,239,626516,51,9,2021-02-28T08:00:00
AT,Vorarlberg,23096,23127,273,812756,31,9,2021-02-28T08:00:00
AT,Kärnten,29180,27058,679,673383,85,12,2021-02-28T08:00:00
AT,Salzburg,37818,35143,491,816538,61,12,2021-02-28T08:00:00
AT,Tirol,47415,46117,579,1490318,79,20,2021-02-28T08:00:00
AT,Steiermark,55829,50824,1743,1728795,207,38,2021-02-28T08:00:00
AT,Niederösterreich,72724,67237,1339,3348005,326,73,2021-02-28T08:00:00
AT,Oberösterreich,86197,82011,1514,2121412,102,17,2021-02-28T08:00:00
AT,Wien,91458,85767,1681,3134044,324,74,2021-02-28T08:00:00
AT,,455982,428904,8538,14751767,1266,264,2021-02-28T08:00:00
