country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,131882,127034,569,5405836,55,7,2022-07-22T09:30:00+02:00
AT,Vorarlberg,222135,219180,554,7130332,49,4,2022-07-22T09:30:00+02:00
AT,Kärnten,264041,257819,1643,6671499,100,3,2022-07-22T09:30:00+02:00
AT,Salzburg,318692,312458,1157,10721235,73,1,2022-07-22T09:30:00+02:00
AT,Tirol,383625,375364,946,9668414,132,7,2022-07-22T09:30:00+02:00
AT,Steiermark,590660,576223,3413,21327008,186,14,2022-07-22T09:30:00+02:00
AT,Oberösterreich,824277,806686,2876,24724960,225,10,2022-07-22T09:30:00+02:00
AT,Niederösterreich,897413,861231,3756,39969762,324,16,2022-07-22T09:30:00+02:00
AT,Wien,1036515,985557,4063,67134193,352,18,2022-07-22T09:30:00+02:00
AT,Österreich,4669240,4521552,18977,192753239,1496,80,2022-07-22T09:30:00+02:00
