country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,31430,30425,431,3592439,45,11,2021-12-22T09:30:00+01:00
AT,Vorarlberg,62296,57981,422,5571622,76,22,2021-12-22T09:30:00+01:00
AT,Kärnten,82818,79495,1076,5555173,151,39,2021-12-22T09:30:00+01:00
AT,Salzburg,101161,98261,779,8429623,94,24,2021-12-22T09:30:00+01:00
AT,Tirol,118268,113214,796,7158034,167,54,2021-12-22T09:30:00+01:00
AT,Steiermark,150002,143062,2451,16054647,227,64,2021-12-22T09:30:00+01:00
AT,Niederösterreich,216858,208582,2523,19476984,285,71,2021-12-22T09:30:00+01:00
AT,Wien,235434,225133,2763,33928750,356,102,2021-12-22T09:30:00+01:00
AT,Oberösterreich,257963,250371,2326,18920769,186,72,2021-12-22T09:30:00+01:00
AT,Österreich,1256230,1206524,13567,118688041,1587,459,2021-12-22T09:30:00+01:00
