country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,31788,30825,438,3648689,51,12,2021-12-29T09:30:00+01:00
AT,Vorarlberg,63201,60366,426,5598236,46,12,2021-12-29T09:30:00+01:00
AT,Kärnten,83719,81240,1090,5620459,116,22,2021-12-29T09:30:00+01:00
AT,Salzburg,102051,99622,785,8596373,50,18,2021-12-29T09:30:00+01:00
AT,Tirol,120442,115836,802,7262098,125,45,2021-12-29T09:30:00+01:00
AT,Steiermark,151733,145930,2465,16360370,153,43,2021-12-29T09:30:00+01:00
AT,Niederösterreich,219502,212264,2556,21524035,207,62,2021-12-29T09:30:00+01:00
AT,Wien,239541,229261,2785,35099844,272,82,2021-12-29T09:30:00+01:00
AT,Oberösterreich,259793,254103,2342,19211027,127,57,2021-12-29T09:30:00+01:00
AT,Österreich,1271770,1229447,13689,122921131,1147,353,2021-12-29T09:30:00+01:00
