country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10122,9768,193,286349,53,6,2021-01-17T15:00:00
AT,Vorarlberg,20617,20555,236,466843,60,12,2021-01-17T15:00:00
AT,Kärnten,23263,22602,583,299957,112,8,2021-01-17T15:00:00
AT,Salzburg,32009,29288,386,435571,140,16,2021-01-17T15:00:00
AT,Tirol,42633,41571,516,864413,132,24,2021-01-17T15:00:00
AT,Steiermark,46157,42308,1487,829431,287,61,2021-01-17T15:00:00
AT,Niederösterreich,59536,55876,1017,1524009,416,59,2021-01-17T15:00:00
AT,Oberösterreich,76330,73740,1370,1125890,353,49,2021-01-17T15:00:00
AT,Wien,78052,73510,1294,1758308,410,93,2021-01-17T15:00:00
AT,,388719,369218,7082,7590771,1963,328,2021-01-17T15:00:00
