country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17055,16299,317,1189714,67,26,2021-04-20T15:00:00
AT,Vorarlberg,26435,25378,285,1749147,38,12,2021-04-20T15:00:00
AT,Kärnten,37268,34894,778,1139991,77,18,2021-04-20T15:00:00
AT,Salzburg,47362,44108,555,1761166,96,23,2021-04-20T15:00:00
AT,Tirol,58023,55380,612,3003253,128,39,2021-04-20T15:00:00
AT,Steiermark,71904,65968,1945,3479116,303,51,2021-04-20T15:00:00
AT,Niederösterreich,101044,95640,1686,6730991,436,118,2021-04-20T15:00:00
AT,Oberösterreich,107896,102176,1679,4185277,265,67,2021-04-20T15:00:00
AT,Wien,128225,120649,2102,6096511,702,211,2021-04-20T15:00:00
AT,,595212,560492,9959,29335166,2112,565,2021-04-20T15:00:00
