country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,113412,109137,542,5118684,100,11,2022-04-25T09:30:00+02:00
AT,Vorarlberg,199495,196936,539,7013417,36,2,2022-04-25T09:30:00+02:00
AT,Kärnten,240839,235845,1605,6528737,67,4,2022-04-25T09:30:00+02:00
AT,Salzburg,287286,282981,1117,10519126,58,3,2022-04-25T09:30:00+02:00
AT,Tirol,349807,345682,929,9460284,85,3,2022-04-25T09:30:00+02:00
AT,Steiermark,533378,524081,3347,20620990,185,16,2022-04-25T09:30:00+02:00
AT,Oberösterreich,747031,733005,2803,24044431,134,8,2022-04-25T09:30:00+02:00
AT,Niederösterreich,776333,744260,3244,37374565,328,22,2022-04-25T09:30:00+02:00
AT,Wien,861389,826851,3928,61230227,499,55,2022-04-25T09:30:00+02:00
AT,Österreich,4108970,3998778,18054,181910461,1492,124,2022-04-25T09:30:00+02:00
