country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,31584,30588,434,3618320,41,11,2021-12-25T09:30:00+01:00
AT,Vorarlberg,62677,59532,422,5582017,63,18,2021-12-25T09:30:00+01:00
AT,Kärnten,83299,80535,1082,5585219,108,30,2021-12-25T09:30:00+01:00
AT,Salzburg,101550,98940,782,8507915,60,17,2021-12-25T09:30:00+01:00
AT,Tirol,119056,114510,800,7201703,132,47,2021-12-25T09:30:00+01:00
AT,Steiermark,150754,144481,2460,16140249,162,49,2021-12-25T09:30:00+01:00
AT,Niederösterreich,217949,210346,2538,19560282,218,72,2021-12-25T09:30:00+01:00
AT,Wien,237101,226944,2777,34672854,291,84,2021-12-25T09:30:00+01:00
AT,Oberösterreich,258866,252729,2331,19055219,148,62,2021-12-25T09:30:00+01:00
AT,Österreich,1262836,1218605,13626,119923778,1223,390,2021-12-25T09:30:00+01:00
