country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18423,18036,343,2203993,6,2,2021-07-04T09:30:00+02:00
AT,Vorarlberg,30792,30448,307,3489689,4,2,2021-07-04T09:30:00+02:00
AT,Kärnten,40171,39342,820,2005860,15,1,2021-07-04T09:30:00+02:00
AT,Salzburg,49167,48545,586,3369518,3,0,2021-07-04T09:30:00+02:00
AT,Tirol,63823,63153,634,5091156,9,4,2021-07-04T09:30:00+02:00
AT,Steiermark,79543,77384,2091,7538743,3,1,2021-07-04T09:30:00+02:00
AT,Niederösterreich,110880,108246,1816,11351880,17,9,2021-07-04T09:30:00+02:00
AT,Oberösterreich,116974,115228,1757,8677150,10,6,2021-07-04T09:30:00+02:00
AT,Wien,140964,137937,2355,12887825,65,19,2021-07-04T09:30:00+02:00
AT,Österreich,650737,638319,10709,56615814,132,44,2021-07-04T09:30:00+02:00
