country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20032,19338,349,3000453,16,3,2021-09-25T09:30:00+02:00
AT,Vorarlberg,34337,33240,319,4763825,15,2,2021-09-25T09:30:00+02:00
AT,Kärnten,43694,42015,834,4174731,38,5,2021-09-25T09:30:00+02:00
AT,Salzburg,55358,53387,602,5918756,47,12,2021-09-25T09:30:00+02:00
AT,Tirol,69746,68020,656,6083368,56,15,2021-09-25T09:30:00+02:00
AT,Steiermark,88204,83968,2123,12023418,82,23,2021-09-25T09:30:00+02:00
AT,Niederösterreich,123442,118425,1869,16023008,123,32,2021-09-25T09:30:00+02:00
AT,Oberösterreich,133982,128541,1794,14031301,177,43,2021-09-25T09:30:00+02:00
AT,Wien,165507,155409,2415,19368100,310,91,2021-09-25T09:30:00+02:00
AT,Österreich,734302,702343,10961,85386960,864,226,2021-09-25T09:30:00+02:00
