country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,30152,27814,405,3493316,103,16,2021-12-05T09:30:00+01:00
AT,Vorarlberg,57369,46163,382,5496221,137,24,2021-12-05T09:30:00+01:00
AT,Kärnten,78335,66299,973,5427484,303,64,2021-12-05T09:30:00+01:00
AT,Salzburg,97825,87481,730,8046090,235,50,2021-12-05T09:30:00+01:00
AT,Tirol,111583,99438,749,6932994,261,67,2021-12-05T09:30:00+01:00
AT,Steiermark,142569,125170,2361,15408974,387,90,2021-12-05T09:30:00+01:00
AT,Niederösterreich,207058,187287,2349,19050292,529,108,2021-12-05T09:30:00+01:00
AT,Wien,225915,207052,2682,30429845,507,110,2021-12-05T09:30:00+01:00
AT,Oberösterreich,247672,228778,2165,18241618,567,122,2021-12-05T09:30:00+01:00
AT,Österreich,1198478,1075482,12796,112526834,3029,651,2021-12-05T09:30:00+01:00
