country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18191,17670,337,1548756,21,8,2021-05-19T09:30:00+02:00
AT,Vorarlberg,29876,28590,301,2458279,27,6,2021-05-19T09:30:00+02:00
AT,Kärnten,39713,38413,813,1350222,34,1,2021-05-19T09:30:00+02:00
AT,Salzburg,49003,47780,576,1943649,38,13,2021-05-19T09:30:00+02:00
AT,Tirol,62470,60844,628,3845363,64,26,2021-05-19T09:30:00+02:00
AT,Steiermark,78229,74516,2048,4399664,174,28,2021-05-19T09:30:00+02:00
AT,Niederösterreich,108762,104876,1771,8316175,143,56,2021-05-19T09:30:00+02:00
AT,Oberösterreich,115088,112122,1736,5136216,112,43,2021-05-19T09:30:00+02:00
AT,Wien,137722,133981,2298,8239058,240,86,2021-05-19T09:30:00+02:00
AT,Österreich,639054,618792,10508,37237382,853,267,2021-05-19T09:30:00+02:00
