country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,129346,124887,564,5381025,49,9,2022-07-15T09:30:00+02:00
AT,Vorarlberg,218930,215653,553,7117859,40,2,2022-07-15T09:30:00+02:00
AT,Kärnten,260145,254482,1640,6658579,78,3,2022-07-15T09:30:00+02:00
AT,Salzburg,313832,308004,1150,10691173,67,1,2022-07-15T09:30:00+02:00
AT,Tirol,378718,370536,945,9645151,112,5,2022-07-15T09:30:00+02:00
AT,Steiermark,581717,567962,3409,21268592,153,10,2022-07-15T09:30:00+02:00
AT,Oberösterreich,812039,794759,2866,24673597,163,11,2022-07-15T09:30:00+02:00
AT,Niederösterreich,880884,846464,3735,39838742,279,16,2022-07-15T09:30:00+02:00
AT,Wien,1011696,963635,4063,66785398,270,21,2022-07-15T09:30:00+02:00
AT,Österreich,4587307,4446382,18925,192060116,1211,78,2022-07-15T09:30:00+02:00
