country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10472,10145,206,361192,44,7,2021-01-25T08:00:00
AT,Vorarlberg,21029,21179,243,500945,47,11,2021-01-25T08:00:00
AT,Kärnten,23936,23513,611,429539,81,9,2021-01-25T08:00:00
AT,Salzburg,33115,30875,409,471712,115,22,2021-01-25T08:00:00
AT,Tirol,43363,42457,528,896047,126,29,2021-01-25T08:00:00
AT,Steiermark,47393,43874,1539,901237,265,48,2021-01-25T08:00:00
AT,Niederösterreich,61449,58157,1085,2111482,412,53,2021-01-25T08:00:00
AT,Oberösterreich,77725,75484,1415,1184481,278,38,2021-01-25T08:00:00
AT,Wien,79917,75970,1382,1878487,449,103,2021-01-25T08:00:00
AT,,398399,381654,7418,8735122,1817,320,2021-01-25T08:00:00
