country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,13679,12436,247,765111,74,15,2021-03-13T15:00:00
AT,Vorarlberg,23662,23655,278,982335,16,4,2021-03-13T15:00:00
AT,Kärnten,31270,28945,715,783011,90,16,2021-03-13T15:00:00
AT,Salzburg,40409,36970,511,1065238,99,18,2021-03-13T15:00:00
AT,Tirol,49350,47651,585,1780612,97,25,2021-03-13T15:00:00
AT,Steiermark,59828,54453,1793,2215308,235,38,2021-03-13T15:00:00
AT,Niederösterreich,80060,73245,1428,4079284,385,82,2021-03-13T15:00:00
AT,Oberösterreich,91091,85912,1538,2699892,172,34,2021-03-13T15:00:00
AT,Wien,99740,92004,1761,3807817,471,128,2021-03-13T15:00:00
AT,,489089,455271,8856,18178608,1639,360,2021-03-13T15:00:00
