country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,117093,114309,554,5182207,47,6,2022-05-13T09:30:00+02:00
AT,Vorarlberg,202812,201381,547,7041764,10,2,2022-05-13T09:30:00+02:00
AT,Kärnten,245372,241531,1617,6568225,53,3,2022-05-13T09:30:00+02:00
AT,Salzburg,292410,288768,1132,10556448,34,2,2022-05-13T09:30:00+02:00
AT,Tirol,355352,351659,933,9508622,58,5,2022-05-13T09:30:00+02:00
AT,Steiermark,543086,535597,3376,20835296,103,3,2022-05-13T09:30:00+02:00
AT,Oberösterreich,760839,750583,2830,24196199,82,10,2022-05-13T09:30:00+02:00
AT,Niederösterreich,799489,776106,3331,37947266,177,13,2022-05-13T09:30:00+02:00
AT,Wien,888927,864887,3976,63038671,243,21,2022-05-13T09:30:00+02:00
AT,Österreich,4205380,4124821,18296,184874698,807,65,2022-05-13T09:30:00+02:00
