country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17554,17032,326,1345076,40,18,2021-05-02T15:00:00
AT,Vorarlberg,28073,26358,294,2063720,43,10,2021-05-02T15:00:00
AT,Kärnten,38660,36638,797,1197990,57,8,2021-05-02T15:00:00
AT,Salzburg,48987,45826,565,1676569,81,19,2021-05-02T15:00:00
AT,Tirol,60337,57992,624,3400214,98,27,2021-05-02T15:00:00
AT,Steiermark,75785,69491,2002,3831785,263,53,2021-05-02T15:00:00
AT,Niederösterreich,104388,100559,1723,7405558,288,93,2021-05-02T15:00:00
AT,Oberösterreich,112172,107131,1706,4525493,213,64,2021-05-02T15:00:00
AT,Wien,133069,128507,2208,6937569,483,184,2021-05-02T15:00:00
AT,,619025,589534,10245,32383974,1566,476,2021-05-02T15:00:00
