country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,10159,9768,193,286349,53,6,2021-01-18T08:00:00
AT,Vorarlberg,20634,20555,236,466843,60,12,2021-01-18T08:00:00
AT,Kärnten,23328,22602,583,299957,112,8,2021-01-18T08:00:00
AT,Salzburg,32028,29288,386,435571,140,16,2021-01-18T08:00:00
AT,Tirol,42667,41571,516,864413,132,24,2021-01-18T08:00:00
AT,Steiermark,46186,42308,1487,829431,287,61,2021-01-18T08:00:00
AT,Niederösterreich,59580,55876,1017,1524009,416,59,2021-01-18T08:00:00
AT,Oberösterreich,76381,73740,1370,1125890,353,49,2021-01-18T08:00:00
AT,Wien,78143,73510,1294,1758308,410,93,2021-01-18T08:00:00
AT,,389106,369218,7082,7590771,1963,328,2021-01-18T08:00:00
