country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,6465,4555,68,89468,103,18,2020-11-22T15:00:00
AT,Kärnten,11907,7158,115,137200,365,35,2020-11-22T15:00:00
AT,Vorarlberg,14241,9945,88,159852,190,39,2020-11-22T15:00:00
AT,Salzburg,18043,11037,116,166558,220,24,2020-11-22T15:00:00
AT,Steiermark,26795,13371,400,303414,719,116,2020-11-22T15:00:00
AT,Tirol,29248,22728,251,382560,426,66,2020-11-22T15:00:00
AT,Niederösterreich,36175,25106,388,488298,695,102,2020-11-22T15:00:00
AT,Oberösterreich,50067,37241,425,379005,1021,132,2020-11-22T15:00:00
AT,Wien,54568,38119,537,775080,719,151,2020-11-22T15:00:00
AT,,247509,169260,2388,2881435,4458,683,2020-11-22T15:00:00
