country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,15170,13680,269,899869,87,19,2021-03-26T09:30:00
AT,Vorarlberg,24259,24083,280,1337430,23,1,2021-03-26T09:30:00
AT,Kärnten,33085,30808,737,933153,87,14,2021-03-26T09:30:00
AT,Salzburg,43309,39145,531,1295737,117,22,2021-03-26T09:30:00
AT,Tirol,52306,49626,592,2194887,134,25,2021-03-26T09:30:00
AT,Steiermark,64196,58004,1846,2663502,315,54,2021-03-26T09:30:00
AT,Niederösterreich,88014,80197,1508,4935497,456,99,2021-03-26T09:30:00
AT,Oberösterreich,96748,90759,1580,3218056,284,64,2021-03-26T09:30:00
AT,Wien,110144,99786,1857,4572963,648,165,2021-03-26T09:30:00
AT,,527231,486088,9200,22051094,2151,463,2021-03-26T09:30:00
