country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18397,18000,343,2103171,7,2,2021-06-26T09:30:00+02:00
AT,Vorarlberg,30767,30390,306,3353242,7,2,2021-06-26T09:30:00+02:00
AT,Kärnten,40229,39381,819,2004568,18,3,2021-06-26T09:30:00+02:00
AT,Salzburg,49162,48516,585,3150244,3,0,2021-06-26T09:30:00+02:00
AT,Tirol,63806,63094,634,4937564,11,5,2021-06-26T09:30:00+02:00
AT,Steiermark,79527,77336,2088,7035376,4,1,2021-06-26T09:30:00+02:00
AT,Niederösterreich,110751,108032,1815,10774070,27,14,2021-06-26T09:30:00+02:00
AT,Oberösterreich,116921,115140,1757,8155591,19,11,2021-06-26T09:30:00+02:00
AT,Wien,140632,137349,2352,12199720,105,34,2021-06-26T09:30:00+02:00
AT,Österreich,650192,637238,10699,53713546,201,72,2021-06-26T09:30:00+02:00
