country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,79290,66927,492,4769933,111,9,2022-03-13T09:30:00+01:00
AT,Vorarlberg,154926,134579,501,6773498,83,5,2022-03-13T09:30:00+01:00
AT,Kärnten,191165,168877,1201,6335180,239,14,2022-03-13T09:30:00+01:00
AT,Salzburg,234165,208963,860,10218955,101,3,2022-03-13T09:30:00+01:00
AT,Tirol,296329,269226,888,9059300,210,20,2022-03-13T09:30:00+01:00
AT,Steiermark,404065,347831,2691,19756262,458,32,2022-03-13T09:30:00+01:00
AT,Niederösterreich,563912,477645,2884,32552933,509,29,2022-03-13T09:30:00+01:00
AT,Oberösterreich,581456,524623,2560,23152452,437,24,2022-03-13T09:30:00+01:00
AT,Wien,648619,555686,3130,53759794,649,51,2022-03-13T09:30:00+01:00
AT,Österreich,3153927,2754357,15207,166378307,2797,187,2022-03-13T09:30:00+01:00
