country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20720,19991,353,3109749,10,0,2021-10-14T09:30:00+02:00
AT,Vorarlberg,35129,34347,323,5006902,17,2,2021-10-14T09:30:00+02:00
AT,Kärnten,45753,43812,846,4552479,66,17,2021-10-14T09:30:00+02:00
AT,Salzburg,57956,55663,611,6394376,45,10,2021-10-14T09:30:00+02:00
AT,Tirol,71688,70107,667,6247293,61,18,2021-10-14T09:30:00+02:00
AT,Steiermark,92941,87769,2147,12895594,119,24,2021-10-14T09:30:00+02:00
AT,Niederösterreich,129263,123992,1908,16842583,143,32,2021-10-14T09:30:00+02:00
AT,Oberösterreich,142239,136345,1828,15112361,147,31,2021-10-14T09:30:00+02:00
AT,Wien,173022,165144,2460,21560933,262,83,2021-10-14T09:30:00+02:00
AT,Österreich,768711,737170,11143,91722270,870,217,2021-10-14T09:30:00+02:00
