country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,17379,16785,323,1276822,62,24,2021-04-27T15:00:00
AT,Vorarlberg,27368,25890,292,1924083,37,8,2021-04-27T15:00:00
AT,Kärnten,38074,35960,790,1208866,74,22,2021-04-27T15:00:00
AT,Salzburg,48354,45126,563,1600367,77,19,2021-04-27T15:00:00
AT,Tirol,59418,56817,618,3328477,106,32,2021-04-27T15:00:00
AT,Steiermark,74201,68019,1974,3750005,291,52,2021-04-27T15:00:00
AT,Niederösterreich,103147,98739,1709,7154029,375,110,2021-04-27T15:00:00
AT,Oberösterreich,110484,105147,1694,4459169,246,67,2021-04-27T15:00:00
AT,Wien,130935,125494,2163,6561234,629,186,2021-04-27T15:00:00
AT,,609360,577977,10126,31263052,1897,520,2021-04-27T15:00:00
