country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,126375,122267,562,5349942,36,6,2022-07-07T09:30:00+02:00
AT,Vorarlberg,215076,212155,551,7103562,41,1,2022-07-07T09:30:00+02:00
AT,Kärnten,256324,251220,1632,6645081,60,2,2022-07-07T09:30:00+02:00
AT,Salzburg,308792,303845,1146,10666284,44,0,2022-07-07T09:30:00+02:00
AT,Tirol,373055,366039,940,9618852,95,5,2022-07-07T09:30:00+02:00
AT,Steiermark,571956,559169,3402,21192733,142,8,2022-07-07T09:30:00+02:00
AT,Oberösterreich,798350,783488,2858,24615100,143,8,2022-07-07T09:30:00+02:00
AT,Niederösterreich,862873,829730,3686,39633407,232,6,2022-07-07T09:30:00+02:00
AT,Wien,986845,936267,4048,66339481,231,27,2022-07-07T09:30:00+02:00
AT,Österreich,4499646,4364180,18825,191164442,1024,63,2022-07-07T09:30:00+02:00
