country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9896,9452,188,273419,40,7,2021-01-12T08:00:00
AT,Vorarlberg,20267,19843,229,443549,80,12,2021-01-12T08:00:00
AT,Kärnten,22728,20992,556,185022,158,17,2021-01-12T08:00:00
AT,Salzburg,31055,27812,360,417160,132,21,2021-01-12T08:00:00
AT,Tirol,42052,40514,493,829371,149,30,2021-01-12T08:00:00
AT,Steiermark,45069,40464,1438,781272,335,54,2021-01-12T08:00:00
AT,Niederösterreich,57881,53642,951,1434040,441,62,2021-01-12T08:00:00
AT,Oberösterreich,75119,71237,1330,754838,463,63,2021-01-12T08:00:00
AT,Wien,76573,71574,1202,1595904,499,113,2021-01-12T08:00:00
AT,,380640,355530,6747,6714575,2297,379,2021-01-12T08:00:00
