country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,9591,9035,182,221147,44,5,2021-01-05T15:00:00
AT,Vorarlberg,19728,19144,223,422711,69,11,2021-01-05T15:00:00
AT,Kärnten,21786,20102,538,179667,136,13,2021-01-05T15:00:00
AT,Salzburg,29557,26073,344,410921,146,21,2021-01-05T15:00:00
AT,Tirol,41173,39356,484,793517,155,33,2021-01-05T15:00:00
AT,Steiermark,43399,38891,1377,758647,395,62,2021-01-05T15:00:00
AT,Niederösterreich,55660,51568,891,724823,446,49,2021-01-05T15:00:00
AT,Oberösterreich,73253,69345,1271,709101,506,68,2021-01-05T15:00:00
AT,Wien,74174,69555,1147,1505334,507,109,2021-01-05T15:00:00
AT,,368321,343039,6457,5725868,2404,371,2021-01-05T15:00:00
