country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,393,360,11,19624,0,0,2020-07-25T08:00:00
AT,Kärnten,452,425,13,36994,2,0,2020-07-25T08:00:00
AT,Vorarlberg,930,900,19,38944,4,1,2020-07-25T08:00:00
AT,Salzburg,1356,1222,37,45191,6,1,2020-07-25T08:00:00
AT,Steiermark,2048,1775,154,77781,7,2,2020-07-25T08:00:00
AT,Niederösterreich,3267,2930,105,144361,14,4,2020-07-25T08:00:00
AT,Oberösterreich,3476,2905,61,112100,28,2,2020-07-25T08:00:00
AT,Tirol,3638,3490,108,146017,2,0,2020-07-25T08:00:00
AT,Wien,4740,4035,203,212829,40,7,2020-07-25T08:00:00
AT,,20301,18042,711,833841,103,17,2020-07-25T08:00:00
