country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,15950,14460,283,982101,77,18,2021-04-03T08:00:00
AT,Vorarlberg,24884,24430,281,1341643,24,1,2021-04-03T08:00:00
AT,Kärnten,34422,31879,749,1021313,85,14,2021-04-03T08:00:00
AT,Salzburg,44796,40767,540,1432749,116,19,2021-04-03T08:00:00
AT,Tirol,54360,51306,597,2413237,153,27,2021-04-03T08:00:00
AT,Steiermark,66798,60572,1866,2934598,326,54,2021-04-03T08:00:00
AT,Niederösterreich,93409,83999,1550,5481795,465,118,2021-04-03T08:00:00
AT,Oberösterreich,100369,93937,1603,3453475,323,68,2021-04-03T08:00:00
AT,Wien,117589,105325,1928,5025512,725,216,2021-04-03T08:00:00
AT,,552577,506675,9397,24086423,2294,535,2021-04-03T08:00:00
