country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8371,7481,145,105306,65,11,2020-12-14T08:00:00
AT,Vorarlberg,17433,15728,183,194759,109,21,2020-12-14T08:00:00
AT,Kärnten,18224,15891,372,159242,345,26,2020-12-14T08:00:00
AT,Salzburg,24632,21192,262,197104,206,25,2020-12-14T08:00:00
AT,Tirol,37076,34405,406,430280,270,57,2020-12-14T08:00:00
AT,Steiermark,37405,26709,773,356399,604,93,2020-12-14T08:00:00
AT,Niederösterreich,47300,41482,667,605067,454,82,2020-12-14T08:00:00
AT,Oberösterreich,65546,59471,921,429811,762,121,2020-12-14T08:00:00
AT,Wien,66601,58747,744,929542,629,141,2020-12-14T08:00:00
AT,,322588,281106,4473,3407510,3444,577,2020-12-14T08:00:00
