country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,54410,46221,466,4371256,70,5,2022-02-13T09:30:00+01:00
AT,Vorarlberg,112141,94954,467,6467281,62,3,2022-02-13T09:30:00+01:00
AT,Kärnten,141197,113159,1130,6111340,131,12,2022-02-13T09:30:00+01:00
AT,Salzburg,179653,160731,820,9780502,95,4,2022-02-13T09:30:00+01:00
AT,Tirol,225449,201583,847,8493817,209,19,2022-02-13T09:30:00+01:00
AT,Steiermark,274557,227797,2569,18606504,279,23,2022-02-13T09:30:00+01:00
AT,Niederösterreich,379323,323173,2696,28372956,302,28,2022-02-13T09:30:00+01:00
AT,Oberösterreich,427680,379644,2427,21742383,322,26,2022-02-13T09:30:00+01:00
AT,Wien,480254,387992,2950,46973605,611,80,2022-02-13T09:30:00+01:00
AT,Österreich,2274664,1935254,14372,150919644,2081,200,2022-02-13T09:30:00+01:00
