country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,31356,30328,430,3591071,45,11,2021-12-21T09:30:00+01:00
AT,Vorarlberg,62125,57482,420,5567280,87,25,2021-12-21T09:30:00+01:00
AT,Kärnten,82697,79048,1073,5554024,170,43,2021-12-21T09:30:00+01:00
AT,Salzburg,101545,97956,776,8391625,110,26,2021-12-21T09:30:00+01:00
AT,Tirol,117937,112874,794,7122246,182,58,2021-12-21T09:30:00+01:00
AT,Steiermark,149698,142407,2442,15996538,238,65,2021-12-21T09:30:00+01:00
AT,Niederösterreich,216351,207876,2521,19445576,296,75,2021-12-21T09:30:00+01:00
AT,Wien,234747,224084,2759,33592180,370,98,2021-12-21T09:30:00+01:00
AT,Oberösterreich,257505,249404,2323,18889043,207,76,2021-12-21T09:30:00+01:00
AT,Österreich,1253961,1201459,13538,118149583,1705,477,2021-12-21T09:30:00+01:00
