country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20635,19881,351,3101880,14,1,2021-10-12T09:30:00+02:00
AT,Vorarlberg,35045,34279,322,4985079,19,2,2021-10-12T09:30:00+02:00
AT,Kärnten,45533,43571,845,4443051,68,14,2021-10-12T09:30:00+02:00
AT,Salzburg,57534,55432,611,6352253,40,10,2021-10-12T09:30:00+02:00
AT,Tirol,71462,69824,665,6226056,61,14,2021-10-12T09:30:00+02:00
AT,Steiermark,92212,87320,2143,12787407,118,22,2021-10-12T09:30:00+02:00
AT,Niederösterreich,128310,123458,1902,16775556,140,35,2021-10-12T09:30:00+02:00
AT,Oberösterreich,140999,135617,1827,15013938,152,33,2021-10-12T09:30:00+02:00
AT,Wien,172198,164055,2454,21280543,268,87,2021-10-12T09:30:00+02:00
AT,Österreich,763928,733437,11120,90965763,880,218,2021-10-12T09:30:00+02:00
