country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,133068,128488,572,5421107,85,9,2022-07-26T09:30:00+02:00
AT,Vorarlberg,223173,221011,559,7135553,57,5,2022-07-26T09:30:00+02:00
AT,Kärnten,265947,259892,1644,6677623,106,2,2022-07-26T09:30:00+02:00
AT,Salzburg,320188,314959,1161,10743852,69,1,2022-07-26T09:30:00+02:00
AT,Tirol,385723,378475,948,9679934,135,8,2022-07-26T09:30:00+02:00
AT,Steiermark,594286,580823,3420,21347987,187,14,2022-07-26T09:30:00+02:00
AT,Oberösterreich,829398,813863,2880,24738745,270,12,2022-07-26T09:30:00+02:00
AT,Niederösterreich,905226,870295,3772,39996701,396,14,2022-07-26T09:30:00+02:00
AT,Wien,1048102,996472,4068,67308909,392,28,2022-07-26T09:30:00+02:00
AT,Österreich,4705111,4564278,19024,193050411,1697,93,2022-07-26T09:30:00+02:00
