country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,33285,31588,445,3785291,44,13,2022-01-12T09:30:00+01:00
AT,Vorarlberg,67657,62745,434,6032460,29,10,2022-01-12T09:30:00+01:00
AT,Kärnten,87649,83279,1102,5740202,87,23,2022-01-12T09:30:00+01:00
AT,Salzburg,115118,102695,792,8953604,63,15,2022-01-12T09:30:00+01:00
AT,Tirol,135805,121646,816,7576891,113,32,2022-01-12T09:30:00+01:00
AT,Steiermark,160101,150123,2505,16885375,96,17,2022-01-12T09:30:00+01:00
AT,Niederösterreich,234828,218857,2602,22664198,114,37,2022-01-12T09:30:00+01:00
AT,Wien,270887,236530,2821,37869913,272,63,2022-01-12T09:30:00+01:00
AT,Oberösterreich,273417,260854,2365,19782133,91,32,2022-01-12T09:30:00+01:00
AT,Österreich,1378747,1268317,13882,129290067,909,242,2022-01-12T09:30:00+01:00
