country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8226,7269,139,104238,78,9,2020-12-11T15:00:00
AT,Vorarlberg,17152,15447,175,191404,126,25,2020-12-11T15:00:00
AT,Kärnten,17721,15246,353,158016,369,30,2020-12-11T15:00:00
AT,Salzburg,24060,20458,247,194856,234,25,2020-12-11T15:00:00
AT,Tirol,36039,33808,397,427037,289,56,2020-12-11T15:00:00
AT,Steiermark,36235,25325,730,352924,643,94,2020-12-11T15:00:00
AT,Niederösterreich,46464,40248,648,587898,494,82,2020-12-11T15:00:00
AT,Oberösterreich,64079,58258,886,425985,760,124,2020-12-11T15:00:00
AT,Wien,65513,57444,714,913033,658,127,2020-12-11T15:00:00
AT,,315489,273503,4289,3355391,3651,572,2020-12-11T15:00:00
