country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18458,18084,343,2374580,2,0,2021-07-18T09:30:00+02:00
AT,Vorarlberg,30889,30488,308,3723417,0,0,2021-07-18T09:30:00+02:00
AT,Kärnten,40290,39352,822,2413518,14,2,2021-07-18T09:30:00+02:00
AT,Salzburg,49365,48543,588,3775832,3,0,2021-07-18T09:30:00+02:00
AT,Tirol,64099,63250,635,5306414,4,1,2021-07-18T09:30:00+02:00
AT,Steiermark,79867,77457,2091,8422590,7,2,2021-07-18T09:30:00+02:00
AT,Niederösterreich,111250,108448,1824,12306195,16,6,2021-07-18T09:30:00+02:00
AT,Oberösterreich,117383,115390,1757,9622001,7,2,2021-07-18T09:30:00+02:00
AT,Wien,142134,138561,2361,13953387,54,19,2021-07-18T09:30:00+02:00
AT,Österreich,653735,639573,10729,61897934,107,32,2021-07-18T09:30:00+02:00
