country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,20119,19436,349,3024110,18,3,2021-09-28T09:30:00+02:00
AT,Vorarlberg,34455,33479,319,4807727,18,5,2021-09-28T09:30:00+02:00
AT,Kärnten,43982,42268,836,4182277,48,7,2021-09-28T09:30:00+02:00
AT,Salzburg,55665,53686,603,6011103,46,12,2021-09-28T09:30:00+02:00
AT,Tirol,70015,68426,658,6107191,58,17,2021-09-28T09:30:00+02:00
AT,Steiermark,88693,84477,2125,12158956,90,23,2021-09-28T09:30:00+02:00
AT,Niederösterreich,124178,119395,1874,16181333,120,33,2021-09-28T09:30:00+02:00
AT,Oberösterreich,134980,129921,1797,14236904,171,44,2021-09-28T09:30:00+02:00
AT,Wien,166676,156772,2425,19682253,323,96,2021-09-28T09:30:00+02:00
AT,Österreich,738763,707860,10986,86391854,892,240,2021-09-28T09:30:00+02:00
