country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,18370,17983,343,2063940,6,3,2021-06-22T09:30:00+02:00
AT,Vorarlberg,30751,30317,304,3288639,8,2,2021-06-22T09:30:00+02:00
AT,Kärnten,40206,39344,819,1978219,21,2,2021-06-22T09:30:00+02:00
AT,Salzburg,49151,48485,585,3052367,9,1,2021-06-22T09:30:00+02:00
AT,Tirol,63786,63027,633,4809465,17,7,2021-06-22T09:30:00+02:00
AT,Steiermark,79517,77385,2077,6766613,6,0,2021-06-22T09:30:00+02:00
AT,Niederösterreich,110674,107899,1814,10484220,45,18,2021-06-22T09:30:00+02:00
AT,Oberösterreich,116861,115087,1757,7920724,24,12,2021-06-22T09:30:00+02:00
AT,Wien,140412,136996,2352,11799322,108,31,2021-06-22T09:30:00+02:00
AT,Österreich,649728,636523,10684,52163509,244,76,2021-06-22T09:30:00+02:00
